source_id,title,committee,location,start_time,end_time,members_only,sign_up,description,art
108204,GMM,Board,Spiegel SP04,2026-09-16T17:00:00Z,2026-09-16T21:59:00Z,true,false,"Dear Member of Blueshell

As the new year started, we will need to change the board, and welcome a new lead by Board 10. To do this, every year the Change General Member Meeting is organized. This will be on the 15th of September at 19:00 in SP04  (Drienerlolaan 5, 7522 NB )

What is a GMM?
The GMM is a general meeting of an association in which all members are invited. Each member has a right to vote on important topics which could influence the future of the association. In general, members are able to discuss (enacted and upcoming) policy plans or raise important questions and issues with regards to the association.

Please check the email you should have received. Attached to it is a drive folder which you should be able to access. In this folder the following documents are shared:  hGMM minutes - 13/03/2026, Change GMM Agenda - 16/09/2026, Year Report 2026-2027, Budget Report 2026-2027, Policy Plan 2026-2027 and Budget Proposal 2026-2027. If you did not receive this email, or cannot access the drive, please refer to ⁠board-questions 

Should you have any inquiries or comments regarding the contents of the documents, kindly direct your correspondence to secretary@blueshell.utwente.nl.

Should you not be able to attend but still want to participate in the discussions, don't forget that you can authorize another member to represent you. Inform the board beforehand via email or Discord, stating who you want to represent you. Each member can hold a maximum of 2 authorizations. Emails can be sent to board@blueshell.utwente.nl.

As per Article 11a of the Blueshell House Rules, motions must be submitted in writing and signed by at least 5 members before the GMM.

We look forward to your attendance and active participation in this important meeting! Your input and engagement are invaluable to our association's future.

Kind regards,
Board 9 and Candidate Board 10",
108197,PEAK,Member's initiative,Discord,2026-09-15T17:00:00Z,2026-09-15T20:00:00Z,false,false,"Heya Scouts,
This is your personal Invitation to scoutmaster Myers' climbing lesson. On this trip you will need to climb hills, mountains and valleys. 
We strongly advice bringing a strong will as you will need to keep going untill you reach the PEAK. 
Besides climbing you will learn more about the local animals, flora and fungi on this trip. 
But fear not, this adventure can be joined if you have already reached the peak multiple times, or if this is your first time! There will be plenty of scouts there showing you the ropes, literally! 
Than some details regarding this lesson. It will take place on September 15th at 20:00. So be sure to grab some scout cookies and a sports drink and come to this special scoutmasters Myers' lesson!

**Date:** September 15th
**Time:** 20:00
**Location:** Myers' Lodge (Discord)
(No max limits for the number of scouts)",108197.webp
108203,Overwatch customs,Member's initiative,Discord,2026-09-14T17:00:00Z,2026-09-14T20:00:00Z,false,false,"Hey 🎮gamers👾, I'm Yuna Lee 📢AND IM HANA SONG📢!
And 🫂together we'll be hosting Ⓜ️y 🇧lueshell 🇨ustoms!
You🫵 may know 🇧lue🇸hell as 🏆top competitors.
But this time we'll be ♻️turning the tables and 🏆playing against each other!
📢EACH OTHER📢?!
Oh you heard right~

So join us for some friendly matches, sweaty TXCXX and other fun custom games.
Whether you are a competitive veteran, quickplay warlord or only just remembered the game still exists, we are sure you can enjoy playing some Overwatch and getting to know your fellow Blueshellers.

🦍 Are you with me? 🦍

**Date:** 14th of September
**Time:** 19:00
**Location:** Discord",
108202,CS2 Customs,Member's initiative,Discord,2026-09-11T18:00:00Z,2026-09-11T20:00:00Z,false,false,"With the Kick of already going strong and the scouting grounds approaching it's high time to host customs for everyone's favourite game, **CS2!** Join us for an evening of Counter-Strike with your fellow Blueshell members. Whether you're a seasoned player or just play the game occasionally, everyone is welcome to join!

We'll be playing some good old-fashioned 5v5 custom games, so come by and enjoy a 'relaxed' evening of CS2. This is the perfect opportunity to play some games with other members, get to know some new people, or just have some fun after a long day of studying!

Hope to see you there! 

**Date:** 11th of September
**Time:** 20:00
**Location:** discord",
108196,Nintendo Pubquiz,NintenCo,Esports Lounge Twente,2026-09-09T17:00:00Z,2026-09-09T20:00:00Z,false,false,"Do you know who's that pokemon?
Do you spend your free time listening to Nintendo songs?
Do you want to flex on the rest of BlueShell with your incredible Nintendo knowledge?! :DatBoiThink: 
If you answered yes to 0 or more of these questions then you should come to the Nintenco Pubquiz! :Shellyowo: 
Think about the triva, sync up to the soundtracks ,and maybe drink with friends while having a great time answering fun gaming trivia questions. :ShellyHappy: 

The event will take place on the 9th of september from 7 till 10 inside the Lounge.
You NintenDon’t wanna miss out on this great event!",108196.webp
108201,Origami Workshop,DegeneraCie,Esports Lounge Twente,2026-09-07T17:00:00Z,2026-09-07T19:00:00Z,false,false,"Mina-san konnichiwa! 

DegeneraCie is famous for its videogame and anime music quizzes, but there are more facets of being a weeb. So we have for the ~~first~~ second time an actual in person event! Japan is more than just anime intros and Vtubers, so we host an Origami workshop to introduce the other aspects of Japanese culture and society. This workshop is given by Kazuya, a friend of mine who is a Japanese ex-Vtuber director. He came to the Netherlands and opened a Japanese food and craft shop in Enschede. Here he explains his life story: <https://www.tiktok.com/@aya.enschede/video/7649828224343641365>

During the event, he will teach you the art and craftmanship of folding paper into complex shapes and why it has been deeply ingrained in Japanese culture. Folding paper is a simple task, but creating animals and objects from just a single sheet of paper is an art form in itself. You can join this event for free! Kazuya's shop offers more workshops, like making Onigiri, Sushi and grinding your own matcha. You can also get Japanese snacks like karaage, ebi tempura and donburi. Check out their store on the Hengelosestraat! Their website is: <https://www.ayaorigamitea.nl/>

What: Origami workshop
Date:  19:00-21:00 9th of September
Location: Esports Lounge Twente
Costs: Free",
108195,Bob Ross Painting,Member's initiative,Esports Lounge Twente,2026-09-04T17:00:00Z,2026-09-04T20:00:00Z,false,false,"Ever wanted to unleash your inner artist? Whether you’re a total beginner or already love to paint, this is the perfect chance to get creative, have some fun, and learn the magic of painting the Bob Ross way! 🖌️✨
Grab your brushes, bring your creativity, and let’s paint some happy little trees together! 🌳💙

Come along, get messy, and discover your inner artist! 🎨

Date: Friday the 4th of September
Time: 19:00-22:00
Location: ELT",108195.webp
108194,Opening Gamenight,LegaCie,Esports Lounge Twente,2026-09-02T17:00:00Z,2026-09-02T20:00:00Z,false,false,"Kick-Off Gamenight!

The new year is starting, and what better way to kick it off than with a Gamenight! 

After having so much fun with the Gamenight during the Kick-In, LegaCie decided to do it again! So grab your friends, come hang out, and relax with some games after your busy kick-in days

Blueshell Gamenights are all about having fun together, whether you’re playing some games, watching others, or just chilling and chatting with people. There’s always something to do, so feel free to just drop by, bring your friends and see what’s happening, we're gonna have all kinds of setups and there's bound to be something to enjoy for everyone 

**Date:** Wednesday, 2nd of September
**Time:** 19:00 – 22:00
**Location:** Esports Lounge Twente

Hope to see you there! :)",
108193,MCie Server Release,MCie,Discord,2026-08-31T18:00:00Z,2026-08-31T21:00:00Z,false,false,"Play as a high ranking officer of the dead Avsohmic Empire, kept frozen in time for a thousand years, only to re-enter a wildly different world with no memory of who you were or what your past self accomplished. You set out to uncover not only why your empire mysteriously fell in a single day, but also what has happened since, what transpired before even Avsohm, and maybe even the secrets of a primordial past. 

MCie is back with the new **updated DREHMAL: Apotheosis**. Drehmal is a huge mythic fantasy world with diverse biomes, over a thousand unique structures, and hundreds of rare special equipment to find. Many new things have been added and we are as curious as you to find what is new! We will be starting the **31st of August at 20.00**. Find us here on Discord for the best beginning event of the kick-off.",
108192,MCie Server:  Vault Hunters,MCie,Discord,2026-07-03T18:00:00Z,2026-07-03T20:00:00Z,true,false,"Dear crafters,

Starting on **July 3rd, 20:00**, the summer server will be launching! This year we will be playing **Vault Hunters**! Vault Hunters is an RPG based modpack focusing around the mysteries and dangers of a dimension called The Vault. It features many Vault Hunters specific items and mobs, like armour, weapons, totems, currency and bosses.
Everyone can develop their own talents and abilities while trying to achieve the goal of collecting all the 25 unique artifacts to unlock the final challenge!

Do you have what it takes?

It should be noted that the **MCie will be actively playing the server on Fridays evenings**. So if you just care to play with friends, you are more than welcome to join that evening to tag along. Progression can be shared amongst everyone, so even joining later is possible!

For more information, you can take a look at the Vault hunters website https://www.curseforge.com/minecraft/modpacks/vault-hunters-third-edition-remastered

We hope to see you there!

When? 3rd of July, 20:00. Afterwards, every Friday
IP? minecraft.snt.utwente.nl
Modpack? See link above",
108191,Lucky Block Walls,MCie,Discord,2026-06-25T18:00:00Z,2026-06-25T20:00:00Z,true,false,"Wanting to live the American dream? Fighting the people on the other side of the wall? Gambling? First try your luck with the Lucky Blocks! MCie is back with a banger where you get to show off your combat by being lucky with your loot! Do you loose everything in the last seconds, or are a you a experienced gambler?

Warning: The house always wins

Time: 20.00
Date: 25th of June
Location: Discord
IP: 193.123.34.253",
108189,Origami Workshop,DegeneraCie,Esports Lounge Twente,2026-06-23T16:30:00Z,2026-06-23T18:30:00Z,true,true,"Mina-san konnichiwa! 

DegeneraCie is famous for its videogame and anime music quizzes, but there are more facets of being a weeb. So we have for the first time an actual in person event! Japan is more than just anime intros and Vtubers, so we host an Origami workshop to introduce the other aspects of Japanese culture and society. This workshop is given by Kazuya, a friend of one of our members, who is a Japanese ex-Vtuber director. He came to the Netherlands and opened a Japanese food and craft shop in Enschede. Here he explains his life story: https://www.tiktok.com/@aya.enschede/video/7649828224343641365

During the event, he will teach you the art and craftmanship of folding paper into complex shapes and why it has been deeply ingrained in Japanese culture. Folding paper is a simple task, but creating animals and objects from just a single sheet of paper is an art form in itself. You can join this event for free! Kazuya's shop offers more workshops, like making Onigiri, Sushi and grinding your own matcha. You can also get Japanese snacks like karaage, ebi tempura and donburi. Check out their store on the Hengelosestraat! Their website is: https://www.ayaorigamitea.nl/ 

What: Origami workshop
Date:  18:30-20:30 23rd of June
Location: Esports Lounge Twente
Costs: Free",
108174,Elfbierentocht,Member's initiative,Campus,2026-06-18T14:00:00Z,2026-06-18T20:00:00Z,true,true,"The biggest pubcrawl of the campus is coming up again! This year Blueshell got tickets to share with our members so be sure to sign up! You will visit 6 pubs at the university, 4 sports associations pubs, and you will get your insignia that show that you have finished the crawl at our beloved Vestingbar!

We have 10 tickets including a meal (no tickets without), so make sure to be fast. If you did not get a ticket but still want to make a chance, fill in our form: https://docs.google.com/forms/d/e/1FAIpQLScgj6kHJf3_v2hSD0LIphj18V1J5Edrb_hpvCOJCBml87KHIQ/viewform?usp=publish-editor

Any questions can be asked to the Internal Affairs on Discord",
108190,Let's Go Swimming!!!,Member's initiative,Aquadrome,2026-06-17T13:00:00Z,2026-06-17T16:21:23Z,false,true,"Swimming,
Hey water enjoyers! :DogWave: 

Are you tired of existing on land? Do you simply enjoy being submerged in water for extended periods of time? Then we've got the event for you.

Join us to go  Swimmingat Aquadrome! Come hang out in the pool, chill with your friends, mess around in the water, and enjoy an afternoon away from your responsibilities. Whether you're swimming laps, floating around, or spending most of your time sitting at the edge talking, everyone is welcome.

No swimming skills required. As long as you can successfully enter the building, you're qualified enough to join.

Date: 17th of June 15:00
Location: Aquadrome 
Price: 2,50 (free for people with student union subscription)",
108185,International Jeopardy,Member's initiative,Esports Lounge Twente,2026-06-10T17:00:00Z,2026-06-10T20:00:00Z,false,false,"Hey smarty pants!!!

You think you are smart alright? Well time to prove it!
Join this event  where you can exercise those braincells, pull some electricity through those neurons. Well what event? **The International Jeopardy** event of course, compete with your friends and show of that nogging of yours. Are you not that smart? Unlucky but you can still come I won't judge you. You can always just have a drink and laugh.  Bring your token (insert nationality) person with you and show that we are inclusive (we need this).

Date:  19:00-22:00 10th of June
Location: ELT",
108187,Active Member Activity,Member's initiative,O&O square,2026-06-09T16:30:00Z,2026-06-09T21:00:00Z,true,true,"A lot has happened within our association this year and a lot of it was only possible because of our active members. We would like to thank you all for helping our association. That is why we are hosting the Active Members Activity on the 9th of June, for everyone who has been an active member in the past year of Blueshell. 

We will be hosting a BBQ! Once again, all the beautiful active members and sport team together to celebrate your efforts to keep our association well oiled. Sign up and tell us what you can and cannot eat!!

We will start from 18.30, but that might prolong till 19.00, so do not worry if you are late

PS: 'Active member' implies you are part of a committee or a team. You do have to have a member role / paid the member fee.",
108186,VGM Quiz,DegeneraCie,Discord,2026-06-07T18:30:00Z,2026-06-07T20:00:00Z,true,false,"Gomen'nasai,

Our name is DegeneraCie-sama.  Upcoming sunday 7nd of June at 20:30 sharp, we have another videogame music quiz and anime music quiz ready for you. S-Su-Sumimasen for the short notice. 😳 

What is videogame music quiz? All of the most popular music found in video games will be played and you have to guess the game it is from as soon as possible. You can make an account already and see for your self:  https://www.vgm-quiz.com/play/

What is anime music quiz? Well, first of all, total degeneracy and also a quiz to test how well you remember the openings of your favourite Vietnamese rice paper drawings. Sign up here: https://animemusicquiz.com/


 Thrown your sanity out of the window? Join us to play together in a discord call! 

Faithfully yours,
DegeneraCie",
108183,Blueshell x El Niño Gamenight,Member's initiative,Esports Lounge Twente,2026-06-05T17:00:00Z,2026-06-05T21:59:00Z,true,true,"# Hey gamers!

Lock in **Friday June 5th**, because we're teaming up with our friends at **El Niño** for a gamenight at the ELT! Doors swing open at **19:00**!

The lineup is absolutely loaded:
- **Smash**
- **Mario Kart**
- **Wii Sports**
- **CS2** (2v2 for the sweats)
- **Just Dance** (for the brave)
- **Ultimate Chicken Horse** (for the friendships you want to end)
- **Jackbox**
- **Racing sim**
- **GeoGuesser FFA**
- **Chess** for when you want to feel intellectually superior between rounds

Here's where it gets interesting: we're running **stamp cards** for the 5 main games (Smash, Wii Sports, Mario Kart, Jack in the Box, CS2). Play a game, get a stamp. Fill the card, get a **free drink from the bar**. Yes, it really is that simple, and yes, you should absolutely speedrun it.

Make sure to come by to show El Niño we mean business >:D",108183.webp
108182,Inner Child Game Night,Member's initiative,Esports Lounge Twente,2026-06-01T17:00:00Z,2026-06-01T20:00:00Z,true,false,"Have you been tired and old? Eagerly waiting on the summer break to *finally* arrive, so you can play around or lounge on the couch with your favourite game from childhood? Well, don't worry because we got you covered!

To celebrate International Children's Day, we have prepared a special game night that will bring you back to your roots and make you feel young again. Old video games, Tic tac toe, Hangman, we have it all!

📅 Monday, June 1, 19:00-22:00
📍 Esports Lounge Twente, Bastille",
108177,Magic Twente: Student Open,Member's initiative,Esports Lounge Twente,2026-05-29T16:30:00Z,2026-05-29T21:00:00Z,false,false,"Welcome to Magic Twente : Student Open — an inter-association Magic: The Gathering evening hosted by Blueshell E-Sports and Fanaat, open to all students and student associations in Enschede.

Whether you have never touched a card in your life or have been playing competitively for years, this evening has something for you. Complete beginners will be guided through learning the game from scratch with decks and materials fully provided. Experienced players will compete in a live-streamed Pauper tournament with real prizes on the line including booster packs and one-of-a-kind custom cards with original commissioned artwork. 

Decks are provided for the beginner track and are available to loan for the advanced track if you do not own a Pauper deck.

Sign up via: https://docs.google.com/forms/d/e/1FAIpQLSdNDTPm9iS0Ulk-vat5AJ-ouTggrmcbThnfSi-PKkoOE-dSGQ/viewform 

Date: May 29th 2026 

Time: 18:30 Registration, 19:00 Start 

Location: Esports Lounge Twente

Questions? Contact tjstudentemail@gmail.com or gatessc on discord",
108181,+1 2v2 Tournament,Board,Esports Lounge Twente,2026-05-28T17:00:00Z,2026-05-28T20:00:00Z,false,true,"Always wanted to show off our lovely association to your friends? Know someone that you think would love to join and play some games? Board 9 is now introducing the +1 2v2 Tournament! 
We know, math might be difficult for some of you, but this gamenight will be like our regular 2v2, but with a twist. At this open event 2v2 you are encouraged to invite someone from outside of the association to form a team with and climb to the top!
So do you think you and your +1 have what it takes to win it all? Don’t hesitate to sign up!
If you would like to join but do not have a +1, fear not, you can still join, and you will be assigned a random teammate. 
Let the games begin!",108181.webp
108184,Musilon X Blueshell Gamenight,Member's initiative,Esports Lounge Twente,2026-05-27T17:30:00Z,2026-05-27T20:00:00Z,false,false,"Dear Blueshellers,

Always wanted to get in touch with your musical side? Do you want to get to know more of the other associations on the University of Twente? Join the Musilon gamenight and get to know this fun culture association Musilon! They are an enthousiastic group of vocalists that form a student choir together. Join for a night of fun musical and rhythm games, and get to know some new friends! See if you have what it takes to become the best in Just Dance, or come join to sing some songs!
All Musilon members and Blueshell members are invited to come and have an evening of good-spirited fun.

When: 27th of May, 19:30
Where: Esports Lounge Twente",
108173,COCKTAIL WORKSHOOOOP,Member's initiative,Carillonveld,2026-05-22T18:30:00Z,2026-05-22T20:00:00Z,true,true,"Good day Blueshellers, 

In due time (the **7th of may**) a magnificent event will be upon us, after previous editions of this event being unable to be hosted at another venue. A **cocktail workshop** will be hosted by yours truly! (see the image to see who is truly yours or something)
Join us on this joyous occasion to make some beautiful cocktails (or make shreks swamp again idc) themed to the evening to make a beautiful journey across most liquor types!
This event will be outside, so take something warm with you! Blankets to sit on are also appreciated.

Take all of your friends to learn the fine art of mixology!
The costs of the event are **12,50 euros**, and the first 12 people to sign up will get a cocktailshaker included in the price!

TLDR
**7th of may cocktails @ carillonveld, 12,50 euros, first 12 ppl get free shaker!**
Signup here: https://esa-blueshell.nl/events#108173
Payment link: https://www.ing.nl/payreq/m/?trxid=kpzJLtUpiQRMTLdCgPGCYRqsI3Sdluwz

XOXOXO

Dingess",
108163,MarioKart GrandPrix,Member's initiative,ELT,2026-05-18T16:30:00Z,2026-05-18T20:00:00Z,false,true,"Ready your engines racers! Because Blueshell together with Arashi, Inter-Actief and MotorSportGroup is hosting it's first ever MarioKart GrandPrix Open!! This is your chance to prove you're the best MarioKarter on the whole campus. That's right! The WHOLE campus! Anyone is welcome to join! No assosiation membership needed. So invite your friends! 
Participants will play MarioKart 8 Deluxe. There are 64 availible slots and it's first come, first serve. So sign-up quick if you want to participate. Sign-up with the link given below or go to the Blueshell website event page.
Good luck racers! See you all at the finish line!

📍 WHERE: Esport Lounge Twente
📆 WHEN: 18th of May from 18:30 till 22:00
📝 HOW TO JOIN: Fill the sign-up form on this event

📋 [TOURNAMENT FORMAT/RULES](https://docs.google.com/document/d/1g8Ljvg5iNFXNQp7cFw2waT5z-YHIg4ZQZKHYxo7WXVo/edit?usp=sharing)",
108116,Krakow Trip,Member's initiative,Krakow,2026-05-14T05:00:00Z,2026-05-17T21:59:00Z,true,true,"Hey everyone :wave: :wave:

The VakanCie is organizing the most amazing trip there has ever been to the beautiful city of Krakow this spring!
If you're interested in joining this trip with the loveliest committee of Blueshell, sign up to join us through the
form on this event :)

The trip will last from the 14th to the 17th of May, if you sign up and do not sign yourself out by the 3rd of November,
you will be obligated to pay the participation fee of 310 euros, if you wish to participate in all events the total will
come to 425 euros. The fee will include travel as well as a place to stay.",
108176,🎰✨ Gambling Night with Proto ✨🎰,Board,Esports Lounge Twente,2026-05-12T17:00:00Z,2026-05-12T20:00:00Z,true,false,"Feeling lucky… or just ready to make terrible decisions with confidence? 😈  
This is your chance to go all in, win big, or absolutely lose everything (in points… hopefully) 🎲💸  

Climb the leaderboard and secure your spot as a certified gambling legend 🏆  
Top scores get a mystery surprise gift 👀 (yes, the suspense is part of the thrill)  

👔 Dress fancy = extra points 💅  
So bring your best “rich but questionable decisions” outfit. Casino vibes only.  

Expect chaos, drama, betrayal, and at least one person dramatically yelling “ALL IN” 😭  

🗓 12 May  
⏰ 19:00–22:00  
📍 Esports Lounge Twente",
108175,CTM roguefire,Member's initiative,Discord,2026-05-11T18:00:00Z,2026-05-11T20:00:00Z,true,false,"Have you ever looked at a CTM Map and wondered, ""Man, I could really use a DECK-BUILDER ROGUELIKE right now?"" 
Well look no further! This map added a ton of awesome systems to the standard time trial Quickfire formula to make this map incredibly dynamic and unique on each playthrough!

Conquer each dungeon in a randomized order and collect the Card Packs to open them at the Monument!
Collect more coins to increase your deck size, a lot of these cards work together!
And cook together a dastardly build with 60+ Cards and collect coins along the way to purchase 280+ Custom Items from the friendly shopkeepers! 


Join us in beating this awesome looking CTM map on the **11th of May at 20:00!**
Check out the map here: https://www.minecraftmaps.com/51889-roguefire-ctm
ip: 193.123.34.253",
108172,Mario Kart x Just Dance Night,Member's initiative,Esports Lounge Twente,2026-05-06T17:00:00Z,2026-05-06T20:00:00Z,false,false,"**Mario Kart x Just Dance Night** :dancer:
*Blueshell Esports x 4 happy feet | May 6 | 19:00 | Esports Lounge Twente*

Two associations, one night, zero chill. We're teaming up with **4 happy feet** for a collab tournament that combines the chaos of Mario Kart with the chaos of Just Dance - and you're going to love it.

**How it works**
On arrival you'll be randomly paired into a team of 2, mixing Blueshell and 4 happy feet members. Together you'll compete across **3 Mario Kart cups** and **3 Just Dance songs**, alternating throughout the evening. Every team plays every round - no early eliminations.

Scoring is **50/50** between both games, so it doesn't matter if you're a racing god or a dancing disaster. Everyone has a shot.

**When & Where**
:calendar: Wednesday May 6 - doors open at 19:00
:round_pushpin: Esports Lounge Twente, Bastille

**SIGN UP HERE**: https://forms.gle/bLe8FpgizLmfnCov6",108172.webp
